ChemicalName,Data,Measurement,Date
Moisture content,77.9,%,2003-06-04
Moisture content,76.9,%,2003-06-04
Moisture content,78.0,%,2003-06-04
Moisture content,77.8,%,2003-06-04
Moisture content,76.9,%,2003-06-04
Moisture content,75.6,%,2003-06-04
Moisture content,75.6,%,2003-06-04
Moisture content,72.2,%,2003-06-04
Moisture content,77.0,%,2003-06-04
Moisture content,76.4,%,2003-06-04
Moisture content,77.8,%,2003-06-04
Moisture content,76.9,%,2003-06-04
Moisture content,77.7,%,2003-06-04
Moisture content,77.5,%,2003-06-04
Moisture content,77.3,%,2003-06-04
Moisture content,76.2,%,2003-06-04
Moisture content,77.7,%,2003-06-04
Moisture content,77.9,%,2003-06-04
Moisture content,78.0,%,2003-06-04
Moisture content,76.5,%,2003-06-04
Moisture content,78.8,%,2003-06-04
Moisture content,76.6,%,2003-06-04
Moisture content,78.7,%,2003-06-04
Moisture content,78.2,%,2003-06-04
Moisture content,77.3,%,2003-06-04
Moisture content,72.5,%,2003-08-26
Moisture content,71.4,%,2003-08-26
Moisture content,76.9,%,2003-08-26
Moisture content,76.1,%,2003-08-26
Moisture content,76.5,%,2003-08-26
Moisture content,74.6,%,2003-08-26
Moisture content,74.1,%,2003-08-26
Moisture content,78.4,%,2003-08-26
Moisture content,79.2,%,2003-08-26
Moisture content,75.1,%,2003-08-26
Moisture content,76.7,%,2003-08-26
Moisture content,75.8,%,2003-08-26
Moisture content,78.3,%,2003-08-26
Moisture content,70.6,%,2003-08-26
Moisture content,75.5,%,2003-08-26
Moisture content,77.1,%,2003-08-26
Moisture content,78.8,%,2003-08-26
Moisture content,77.0,%,2003-08-26
Moisture content,75.8,%,2003-08-26
Moisture content,60.6,%,2003-08-26
Moisture content,77.4,%,2003-08-26
Moisture content,77.3,%,2003-08-26
Moisture content,76.8,%,2003-08-26
Moisture content,80.0,%,2003-08-26
Moisture content,79.4,%,2005-05-25
Moisture content,79.6,%,2005-05-25
Moisture content,77.9,%,2005-05-25
Moisture content,78.5,%,2005-05-25
Moisture content,77.3,%,2005-05-25
Moisture content,80.4,%,2005-05-25
Molinate,,,2000-10-03
Molinate,,,2001-01-24
Molinate,,,2001-04-10
Molinate,,,2001-05-08
Molinate,,,2001-08-28
Molinate,,,2000-10-03
Molinate,,,2001-01-23
Molinate,,,2001-04-10
Molinate,,,2001-05-08
Molinate,,,2001-08-28
Molinate,,,2000-10-04
Molinate,,,2001-01-23
Molinate,,,2001-04-11
Molinate,,,2001-05-09
Molinate,,,2001-08-29
Molinate,,,1996-06-27
Molinate,,,1996-07-25
Molinate,,,1996-09-24
Molinate,,,2003-06-11
Molybdenum,0.5,mg/kg,1996-09-24
Molybdenum,1.5,mg/kg,1996-09-24
Molybdenum,,,1996-09-25
Molybdenum,0.9,mg/kg,1997-09-10
Molybdenum,1.9,mg/kg,1997-09-11
Molybdenum,,,1997-09-11
Molybdenum,,,1998-03-11
Molybdenum,,,1998-04-01
Molybdenum,,,1998-05-19
Molybdenum,,,1998-07-29
Molybdenum,,,1998-09-21
Molybdenum,1.5,mg/kg,1998-09-22
Molybdenum,0.5,mg/kg,1998-09-23
Molybdenum,1.0,mg/kg,1998-09-23
Molybdenum,,,1991-08-12
Molybdenum,0.6,mg/kg,1999-06-11
Molybdenum,0.6,mg/kg,1999-06-11
Molybdenum,1.1,mg/kg,1999-06-11
Molybdenum,2.0,mg/kg,1999-06-11
Molybdenum,,,1999-06-11
Molybdenum,,,1999-06-11
Molybdenum,0.6,mg/kg,1999-06-23
Molybdenum,1.7,mg/kg,1999-06-23
Molybdenum,,,1999-06-23
Molybdenum,,,1999-06-23
Molybdenum,,,1999-06-11
Molybdenum,0.6,mg/kg,1999-06-11
Molybdenum,0.9,mg/kg,1999-06-11
Molybdenum,0.7,mg/kg,1999-06-11
Molybdenum,1.1,mg/kg,1999-06-11
Molybdenum,0.6,mg/kg,2005-06-22
Molybdenum,1.2,mg/kg,2005-06-22
Molybdenum,0.6,mg/kg,2005-06-22
Molybdenum,,,2005-06-21
Molybdenum,,,2005-06-22
Molybdenum,0.6,mg/kg,2005-06-21
Molybdenum,2.6,mg/kg,2001-02-13
Molybdenum,5.7,mg/kg,2001-02-13
Molybdenum,6.5,mg/kg,2001-02-13
Molybdenum,0.5,mg/kg,2005-06-21
Molybdenum,0.6,mg/kg,2005-06-21
Molybdenum,0.5,mg/kg,2005-06-21
Molybdenum,3.4,mg/kg,2005-06-22
Molybdenum,0.7,mg/kg,2001-03-01
Naphthalene,,,2003-06-11
Naphthalene,41,ug/kg,2005-06-22
Naphthalene,190,ug/kg,2005-06-22
Naphthalene,77,ug/kg,2005-06-22
Naphthalene,140,ug/kg,2005-06-21
Naphthalene,,,2005-06-22
Naphthalene,210,ug/kg,2005-06-21
Naphthalene,,,2004-08-12
Naphthalene,1800,ug/kg,2001-02-13
Naphthalene,2300,ug/kg,2001-02-13
Naphthalene,1400,ug/kg,2001-02-13
Naphthalene,3300,ug/kg,2001-02-13
Naphthalene,3100,ug/kg,2001-02-13
Naphthalene,1200,ug/kg,2001-02-13
Naphthalene,1300,ug/kg,2004-08-12
Naphthalene,4900,ug/kg,2004-08-12
Naphthalene,2600,ug/kg,2004-08-12
Naphthalene,680,ug/kg,2005-06-21
Naphthalene,910,ug/kg,2005-06-21
Naphthalene,31,ug/kg,2004-08-12
Naphthalene,,,2004-08-11
Naphthalene,,,2004-08-12
Naphthalene,,,2004-08-12
Naphthalene,180,ug/kg,2004-08-12
Naphthalene,1600,ug/kg,2004-08-12
Naphthalene,680,ug/kg,2004-08-12
Naphthalene,560,ug/kg,2004-08-12
Naphthalene,720,ug/kg,2004-08-12
Naphthalene,760,ug/kg,2004-08-12
Naphthalene,390,ug/kg,2005-06-21
Naphthalene,1600,ug/kg,2005-06-22
Naphthalene,,,2004-08-12
Naphthalene,,,2004-08-11
Naphthalene,960,ug/kg,2004-08-11
Naphthalene,900,ug/kg,2004-08-11
Naphthalene,,,2004-08-10
Naphthalene,,,2004-08-11
Naphthalene,300,ug/kg,2004-08-11
Naphthalene,330,ug/kg,2004-08-10
Naphthalene,,,2004-08-11
Naphthalene,,,2004-08-11
Naphthalene,,,2004-08-11
Naphthalene,,,2001-03-01
Naphthalene,,,2004-08-11
Naphthalene,,,2004-08-10
Napropamide,,,2000-10-03
Napropamide,,,2001-01-24
Napropamide,,,2001-04-10
Napropamide,,,2001-05-08
Napropamide,,,2001-08-28
Napropamide,,,2000-10-03
Napropamide,,,2001-01-23
Napropamide,,,2001-04-10
Napropamide,,,2001-05-08
Napropamide,,,2001-08-28
Napropamide,,,2000-10-04
Napropamide,,,2001-01-23
Napropamide,,,2001-04-11
Napropamide,,,2001-05-09
Napropamide,,,2001-08-29
Napropamide,,,1996-06-27
Napropamide,,,1996-07-25
Napropamide,,,1996-09-24
Napropamide,,,2003-06-11
n-Butylbenzene,,,2003-06-11
Neodymium,24,mg/kg,1996-09-25
Neodymium,27,mg/kg,1997-09-11
Neodymium,22,mg/kg,1998-09-23
Neodymium,19,mg/kg,1991-08-12
Neodymium,24,mg/kg,1999-06-11
Neodymium,22,mg/kg,1999-06-11
Neodymium,24,mg/kg,1999-06-11
Neodymium,17,mg/kg,1999-06-11
Neodymium,26,mg/kg,1999-06-11
Neodymium,27,mg/kg,1999-06-11
Neodymium,22,mg/kg,1999-06-23
Neodymium,27,mg/kg,1999-06-23
Neodymium,20,mg/kg,1999-06-23
Neodymium,20,mg/kg,1999-06-23
Neodymium,18,mg/kg,1999-06-11
Neodymium,26,mg/kg,1999-06-11
Neodymium,31,mg/kg,1999-06-11
Neodymium,15,mg/kg,1999-06-11
Neodymium,25,mg/kg,1999-06-11
Neodymium,28,mg/kg,2005-06-22
Neodymium,27,mg/kg,2005-06-22
Neodymium,25,mg/kg,2005-06-22
Neodymium,22,mg/kg,2005-06-21
Neodymium,26,mg/kg,2005-06-22
Neodymium,16,mg/kg,2005-06-21
Neodymium,14,mg/kg,2001-02-13
Neodymium,20,mg/kg,2001-02-13
Neodymium,15,mg/kg,2001-02-13
Neodymium,15,mg/kg,2005-06-21
Neodymium,19,mg/kg,2005-06-21
Neodymium,19,mg/kg,2005-06-21
Neodymium,19,mg/kg,2005-06-22
Neodymium,18,mg/kg,2001-03-01
Nickel,,,1984-07-24
Nickel,,,1985-06-19
Nickel,18,ug/l,1985-06-19
Nickel,21,ug/l,1985-06-19
Nickel,,,1985-06-18
Nickel,8,ug/l,1986-05-28
Nickel,,,1984-07-25
Nickel,,,1984-07-25
Nickel,,,1984-07-25
Nickel,,,1985-06-18
Nickel,,,1986-05-29
Nickel,,,1984-07-23
Nickel,1,ug/l,1985-06-18
Nickel,3,ug/l,1986-05-28
Nickel,,,1984-07-23
Nickel,3,ug/l,1985-06-20
Nickel,4,ug/l,1986-05-29
Nickel,,,1984-07-25
Nickel,,,1984-07-26
Nickel,,,1985-06-17
Nickel,,,1996-06-27
Nickel,,,1996-06-27
Nickel,,,1996-07-25
Nickel,,,1996-07-25
Nickel,,,1996-09-24
Nickel,,,1996-09-24
Nickel,,,1996-09-24
Nickel,0.4,mg/kg,1996-09-24
Nickel,12,mg/kg,1996-09-25
Nickel,,,1996-12-11
Nickel,,,1996-12-11
Nickel,,,1997-03-19
Nickel,,,1997-03-19
Nickel,,,1997-04-08
Nickel,,,1997-04-08
Nickel,,,1997-05-07
Nickel,,,1997-05-07
Nickel,,,1997-06-10
Nickel,,,1997-06-10
Nickel,,,1997-09-10
Nickel,,,1997-09-10
Nickel,,,1997-09-10
Nickel,,,1997-09-11
Nickel,11,mg/kg,1997-09-11
Nickel,,,1997-12-17
Nickel,,,1997-12-17
Nickel,,,1998-03-11
Nickel,,,1998-03-11
Nickel,,,1998-04-01
Nickel,,,1998-04-01
Nickel,,,1998-05-19
Nickel,,,1998-05-19
Nickel,,,1998-07-29
Nickel,,,1998-07-29
Nickel,,,1998-09-21
Nickel,,,1998-09-21
Nickel,0.5,mg/kg,1998-09-22
Nickel,10,mg/kg,1998-09-23
Nickel,,,1998-09-23
Nickel,2,ug/l,1985-06-18
Nickel,12,mg/kg,1991-08-12
Nickel,,,1985-06-20
Nickel,11,mg/kg,1999-06-11
Nickel,10,mg/kg,1999-06-11
Nickel,10,mg/kg,1999-06-11
Nickel,8,mg/kg,1999-06-11
Nickel,,,1984-08-27
Nickel,,,1984-08-27
Nickel,11,mg/kg,1999-06-11
Nickel,12,mg/kg,1999-06-11
Nickel,11,mg/kg,1999-06-23
Nickel,12,mg/kg,1999-06-23
Nickel,10,mg/kg,1999-06-23
Nickel,9,mg/kg,1999-06-23
Nickel,8,mg/kg,1999-06-11
Nickel,11,mg/kg,1999-06-11
Nickel,14,mg/kg,1999-06-11
Nickel,7,mg/kg,1999-06-11
Nickel,11,mg/kg,1999-06-11
Nickel,,,1984-08-28
Nickel,8,mg/kg,2005-06-22
Nickel,8,mg/kg,2005-06-22
Nickel,8,mg/kg,2005-06-22
Nickel,6,mg/kg,2005-06-21
Nickel,7,mg/kg,2005-06-22
Nickel,6,mg/kg,2005-06-21
Nickel,10,mg/kg,2001-02-13
Nickel,13,mg/kg,2001-02-13
Nickel,10,mg/kg,2001-02-13
Nickel,6,mg/kg,2005-06-21
Nickel,8,mg/kg,2005-06-21
Nickel,7,mg/kg,2005-06-21
Nickel,7,mg/kg,2005-06-22
Nickel,8,mg/kg,2001-03-01
Nickel,,,1984-08-28
Nickel,,,1984-08-28
Nickel,,,1984-08-29
Nickel,,,1984-08-29
Nickel,,,1984-08-30
Nickel,,,1984-08-29
Nickel,,,1984-08-29
Nickel,,,1984-08-29
Nickel,,,1984-08-28
Nickel,,,1984-08-28
Nickel,,,1984-08-28
Nickel,,,1984-08-30
Nickel,,,1984-08-30
Niobium,8,mg/kg,1996-09-25
Niobium,,,1997-09-11
Niobium,5,mg/kg,1998-09-23
Niobium,5,mg/kg,1991-08-12
Niobium,7,mg/kg,1999-06-11
Niobium,8,mg/kg,1999-06-11
Niobium,7,mg/kg,1999-06-11
Niobium,4,mg/kg,1999-06-11
Niobium,10,mg/kg,1999-06-11
Niobium,11,mg/kg,1999-06-11
Niobium,7,mg/kg,1999-06-23
Niobium,8,mg/kg,1999-06-23
Niobium,9,mg/kg,1999-06-23
Niobium,8,mg/kg,1999-06-23
Niobium,8,mg/kg,1999-06-11
Niobium,12,mg/kg,1999-06-11
Niobium,12,mg/kg,1999-06-11
Niobium,7,mg/kg,1999-06-11
Niobium,10,mg/kg,1999-06-11
Niobium,11,mg/kg,2005-06-22
Niobium,13,mg/kg,2005-06-22
Niobium,8,mg/kg,2005-06-22
Niobium,11,mg/kg,2005-06-21
Niobium,15,mg/kg,2005-06-22
Niobium,7,mg/kg,2005-06-21
Niobium,7,mg/kg,2001-02-13
Niobium,9,mg/kg,2001-02-13
Niobium,8,mg/kg,2001-02-13
Niobium,8,mg/kg,2005-06-21
Niobium,8,mg/kg,2005-06-21
Niobium,8,mg/kg,2005-06-21
Niobium,7,mg/kg,2005-06-22
Niobium,5,mg/kg,2001-03-01
Nitrate,,,1985-06-19
Nitrate,,,1985-06-19
Nitrate,,,1985-06-19
Nitrate,0.300,mg/l as N,1985-06-18
Nitrate,0.400,mg/l as N,1985-06-18
Nitrate,2.66,mg/l asNO3,1995-07-12
Nitrate,0.600,mg/l as N,1995-07-12
Nitrate,4.15,mg/l asNO3,2004-12-09
Nitrate,0.938,mg/l as N,2004-12-09
Nitrate,4.35,mg/l asNO3,2005-02-03
Nitrate,0.982,mg/l as N,2005-02-03
Nitrate,3.48,mg/l asNO3,2005-04-18
Nitrate,0.787,mg/l as N,2005-04-18
Nitrate,2.82,mg/l asNO3,2005-06-01
Nitrate,0.636,mg/l as N,2005-06-01
Nitrate,2.42,mg/l asNO3,2005-08-11
Nitrate,0.547,mg/l as N,2005-08-11
Nitrate,3.02,mg/l asNO3,2005-10-04
Nitrate,0.683,mg/l as N,2005-10-04
Nitrate,4.54,mg/l asNO3,2005-12-07
Nitrate,1.03,mg/l as N,2005-12-07
Nitrate,4.43,mg/l asNO3,2006-03-02
Nitrate,1.00,mg/l as N,2006-03-02
Nitrate,0.487,mg/l asNO3,1989-08-31
Nitrate,0.110,mg/l as N,1989-08-31
Nitrate,0.531,mg/l asNO3,1989-08-30
Nitrate,0.120,mg/l as N,1989-08-30
Nitrate,0.443,mg/l asNO3,1989-08-30
Nitrate,0.100,mg/l as N,1989-08-30
Nitrate,0.200,mg/l as N,1985-06-18
Nitrate,0.531,mg/l asNO3,1989-08-30
Nitrate,0.120,mg/l as N,1989-08-30
Nitrate,0.575,mg/l asNO3,1989-08-30
Nitrate,0.130,mg/l as N,1989-08-30
Nitrate,0.800,mg/l as N,1985-06-20
Nitrate,3.63,mg/l asNO3,1989-08-30
Nitrate,0.820,mg/l as N,1989-08-30
Nitrate,0.487,mg/l asNO3,1989-08-31
Nitrate,0.110,mg/l as N,1989-08-31
Nitrate,,,1989-08-31
Nitrate,,,1989-08-31
Nitrate,0.100,mg/l as N,1985-06-17
Nitrate,,,1989-08-31
Nitrate,,,1989-08-31
Nitrate,0.590,mg/l as N,1985-06-18
Nitrate,1.81,mg/l asNO3,1991-08-12
Nitrate,0.410,mg/l as N,1991-08-12
Nitrate,0.400,mg/l as N,1991-08-12
Nitrate,,,1985-06-20
Nitrate,0.753,mg/l asNO3,1987-08-05
Nitrate,0.170,mg/l as N,1987-08-05
Nitrate,,,1985-06-04
Nitrate,,,1985-06-04
Nitrate,3.72,mg/l asNO3,1985-06-04
Nitrate,0.840,mg/l as N,1985-06-04
Nitrate,,,1985-08-22
Nitrate,,,1985-08-22
Nitrate,0.780,mg/l as N,1990-06-20
Nitrate,7.60,mg/l as N,1990-06-20
Nitrate,,,1990-07-10
Nitrate,,,1990-07-10
Nitrate,,,1990-08-07
Nitrate,,,1990-08-07
Nitrate,,,1990-11-01
Nitrate,,,1990-11-01
Nitrate,,,1991-04-17
Nitrate,,,1991-04-17
Nitrate,,,1984-07-18
Nitrate,,,1985-06-27
Nitrate,,,1985-06-27
Nitrate,32.1,mg/l asNO3,1988-08-11
Nitrate,7.26,mg/l as N,1988-08-11
Nitrate,0.575,mg/l asNO3,1988-08-11
Nitrate,0.130,mg/l as N,1988-08-11
Nitrate,37.2,mg/l asNO3,1988-08-11
Nitrate,8.40,mg/l as N,1988-08-11
Nitrate,53.1,mg/l asNO3,1988-08-11
Nitrate,12.0,mg/l as N,1988-08-11
Nitrate,31.6,mg/l asNO3,1988-08-11
Nitrate,7.14,mg/l as N,1988-08-11
Nitrate,1.37,mg/l asNO3,1988-08-11
Nitrate,0.310,mg/l as N,1988-08-11
Nitrate,,,1988-08-11
Nitrate,,,1988-08-11
Nitrate,,,1984-07-18
Nitrate,0.443,mg/l asNO3,1985-08-22
Nitrate,0.100,mg/l as N,1985-08-22
Nitrate,,,1985-06-04
Nitrate,,,1985-06-04
Nitrate,1.02,mg/l asNO3,1985-06-04
Nitrate,0.230,mg/l as N,1985-06-04
Nitrate,,,1984-07-20
Nitrate,0.100,mg/l as N,1984-07-20
Nitrate,,,1990-05-22
Nitrate,,,1990-05-22
Nitrate,,,1990-07-11
Nitrate,,,1990-07-11
Nitrate,,,1990-08-07
Nitrate,,,1990-08-07
Nitrate,,,1990-11-01
Nitrate,,,1990-11-01
Nitrate,,,1991-04-18
Nitrate,,,1991-04-18
Nitrate,0.084,mg/l as N,1992-04-30
Nitrate,,,1992-04-30
Nitrate,,,1985-06-04
Nitrate,,,1985-06-04
Nitrate,,,1985-08-22
Nitrate,,,1985-08-22
Nitrate,,,1984-07-18
Nitrate,,,1989-10-11
Nitrate,,,1989-10-11
Nitrate,2.88,mg/l asNO3,1989-10-11
Nitrate,0.650,mg/l as N,1989-10-11
Nitrate,,,1984-07-18
Nitrate,,,1989-08-22
Nitrate,,,1989-08-22
Nitrate,,,1985-08-22
Nitrate,,,1985-08-22
Nitrate,,,1985-06-04
Nitrate,,,1985-06-04
Nitrate,,,1984-07-18
Nitrate,,,1985-06-07
Nitrate,,,1985-06-07
Nitrate,,,1990-05-22
Nitrate,,,1990-05-22
Nitrate,,,1990-07-10
Nitrate,0.200,mg/l as N,1990-07-10
Nitrate,,,1990-08-07
Nitrate,,,1990-08-07
Nitrate,,,1990-11-01
Nitrate,,,1990-11-01
Nitrate,0.130,mg/l as N,1991-04-22
Nitrate,0.110,mg/l as N,1991-04-22
Nitrate,0.190,mg/l as N,1992-04-30
Nitrate,0.190,mg/l as N,1992-04-30
Nitrate,,,1984-07-18
Nitrate,,,1984-07-18
Nitrate,,,1990-05-22
Nitrate,,,1990-05-22
Nitrate,,,1990-07-10
Nitrate,0.200,mg/l as N,1990-07-10
Nitrate,,,1990-08-08
Nitrate,,,1990-08-08
Nitrate,,,1990-11-02
Nitrate,,,1990-11-02
Nitrate,,,1991-04-18
Nitrate,,,1991-04-18
Nitrate,,,1992-04-29
Nitrate,,,1992-04-29
Nitrate,,,1985-06-05
Nitrate,,,1985-06-05
Nitrate,0.708,mg/l asNO3,1985-06-03
Nitrate,0.160,mg/l as N,1985-06-03
Nitrate,,,1985-06-28
Nitrate,,,1985-06-28
Nitrate,,,1990-05-21
Nitrate,,,1990-05-21
Nitrate,,,1990-07-09
Nitrate,,,1990-07-09
Nitrate,,,1990-08-08
Nitrate,,,1990-08-08
Nitrate,,,1990-10-31
Nitrate,,,1990-10-31
Nitrate,,,1991-04-16
Nitrate,,,1991-04-16
Nitrate,,,1985-05-23
Nitrate,,,1985-05-23
Nitrate,,,1985-06-03
Nitrate,,,1985-06-03
Nitrate,,,1984-07-18
Nitrate,,,1984-07-18
Nitrate,,,1985-08-23
Nitrate,,,1985-08-23
Nitrate,,,1985-06-27
Nitrate,,,1985-06-27
Nitrate,,,1990-05-22
Nitrate,,,1990-05-22
Nitrate,,,1990-07-10
Nitrate,,,1990-07-10
Nitrate,,,1990-08-06
Nitrate,,,1990-08-06
Nitrate,,,1990-11-01
Nitrate,,,1990-11-01
Nitrate,0.040,mg/l as N,1991-04-16
Nitrate,0.061,mg/l as N,1991-04-16
Nitrate,,,1992-04-30
Nitrate,,,1992-04-30
Nitrate,,,1984-07-18
Nitrate,31.4,mg/l asNO3,1985-06-28
Nitrate,7.10,mg/l as N,1985-06-28
Nitrate,0.390,mg/l asNO3,2003-06-11
Nitrate,0.088,mg/l as N,2003-06-11
Nitrate,,,1985-06-04
Nitrate,,,1985-06-04
Nitrate,,,1992-04-29
Nitrate,0.066,mg/l as N,1992-04-29
Nitrate,,,1990-05-21
Nitrate,,,1990-07-09
Nitrate,,,1990-07-09
Nitrate,,,1990-08-08
Nitrate,,,1990-08-08
Nitrate,,,1990-10-31
Nitrate,,,1990-10-31
Nitrate,,,1991-04-17
Nitrate,0.044,mg/l as N,1991-04-17
Nitrate,,,1992-04-29
Nitrate,,,1992-04-29
Nitrate,,,1984-07-18
Nitrate,,,1985-06-05
Nitrate,,,1985-06-05
Nitrate,,,1985-06-25
Nitrate,,,1985-06-25
Nitrate,0.531,mg/l asNO3,1985-08-23
Nitrate,0.120,mg/l as N,1985-08-23
Nitrate,,,1985-05-22
Nitrate,,,1985-05-22
Nitrate,,,1985-05-22
Nitrate,,,1985-05-22
Nitrate,0.708,mg/l asNO3,1985-06-25
Nitrate,0.160,mg/l as N,1985-06-25
Nitrate,,,1985-05-23
Nitrate,,,1985-05-23
Nitrate,,,1985-06-03
Nitrate,,,1985-06-03
Nitrate,,,1985-06-07
Nitrate,,,1985-06-07
Nitrate,,,1985-06-27
Nitrate,,,1985-06-27
Nitrate,,,1985-06-06
Nitrate,,,1985-06-06
Nitrate,,,1985-06-06
Nitrate,,,1985-06-06
Nitrate,,,1985-05-23
Nitrate,,,1985-05-23
Nitrate,,,1985-08-22
Nitrate,,,1985-08-22
Nitrate,0.200,mg/l as N,1984-07-19
Nitrate,13.3,mg/l asNO3,1985-06-26
Nitrate,3.00,mg/l as N,1985-06-26
Nitrate,,,1985-06-26
Nitrate,,,1985-06-26
Nitrate,0.575,mg/l asNO3,1989-10-10
Nitrate,0.130,mg/l as N,1989-10-10
Nitrate,,,1989-10-10
Nitrate,,,1989-10-10
Nitrate,0.930,mg/l asNO3,1989-10-10
Nitrate,0.210,mg/l as N,1989-10-10
Nitrate,,,1985-08-21
Nitrate,,,1985-08-21
Nitrate,16.4,mg/l asNO3,1985-06-06
Nitrate,3.70,mg/l as N,1985-06-06
Nitrate,,,1985-08-22
Nitrate,,,1985-08-22
Nitrate,,,1985-08-22
Nitrate,,,1985-08-22
Nitrate,2.12,mg/l asNO3,1985-06-06
Nitrate,0.480,mg/l as N,1985-06-06
Nitrate,0.797,mg/l asNO3,1989-10-12
Nitrate,0.180,mg/l as N,1989-10-12
Nitrate,,,1989-10-12
Nitrate,,,1989-10-12
Nitrate,1.15,mg/l asNO3,1985-06-27
Nitrate,0.260,mg/l as N,1985-06-27
Nitrate,1.28,mg/l asNO3,1985-06-28
Nitrate,0.290,mg/l as N,1985-06-28
Nitrate,,,1984-07-29
Nitrate,,,1985-06-06
Nitrate,,,1985-06-06
Nitrate,,,1984-07-29
Nitrate,,,1984-07-29
Nitrate,,,1984-07-19
Nitrate,,,1984-07-29
Nitrate,,,1985-06-26
Nitrate,,,1985-06-26
Nitrate,0.531,mg/l asNO3,1985-08-21
Nitrate,0.120,mg/l as N,1985-08-21
Nitrate,5.31,mg/l asNO3,1985-06-26
Nitrate,1.20,mg/l as N,1985-06-26
Nitrate,,,1984-07-19
Nitrate,,,1984-07-19
Nitrate,,,1984-07-19
Nitrate,,,1984-07-19
Nitrate,0.3,mg/l,2000-07-17
Nitrite,,,1985-06-19
Nitrite,,,1985-06-19
Nitrite,,,1985-06-19
Nitrite,,,1985-06-18
Nitrite,,,1985-06-18
Nitrite,,,1995-07-12
Nitrite,,,1995-07-12
Nitrite,,,2004-12-09
Nitrite,,,2004-12-09
Nitrite,,,2005-02-03
Nitrite,,,2005-02-03
Nitrite,,,2005-04-18
Nitrite,,,2005-04-18
Nitrite,,,2005-06-01
Nitrite,,,2005-06-01
Nitrite,,,2005-08-11
Nitrite,,,2005-08-11
Nitrite,,,2005-10-04
Nitrite,,,2005-10-04
Nitrite,,,2005-12-07
Nitrite,,,2005-12-07
Nitrite,,,2006-03-02
Nitrite,,,2006-03-02
Nitrite,,,1989-08-31
Nitrite,,,1989-08-31
Nitrite,,,1989-08-30
Nitrite,,,1989-08-30
Nitrite,,,1989-08-30
Nitrite,,,1989-08-30
Nitrite,,,1985-06-18
Nitrite,,,1989-08-30
Nitrite,,,1989-08-30
Nitrite,,,1989-08-30
Nitrite,,,1989-08-30
Nitrite,,,1985-06-20
Nitrite,,,1989-08-30
Nitrite,,,1989-08-30
Nitrite,,,1989-08-31
Nitrite,,,1989-08-31
Nitrite,,,1989-08-31
Nitrite,,,1989-08-31
Nitrite,,,1985-06-17
Nitrite,,,1989-08-31
Nitrite,,,1989-08-31
Nitrite,0.01,mg/l as N,1985-06-18
Nitrite,,,1991-08-12
Nitrite,,,1991-08-12
Nitrite,,,1991-08-12
Nitrite,,,1985-06-20
Nitrite,0.066,mg/l asNO3,1987-08-05
Nitrite,0.020,mg/l as N,1987-08-05
Nitrite,,,1985-06-04
Nitrite,,,1985-06-04
Nitrite,,,1985-06-04
Nitrite,,,1985-06-04
Nitrite,,,1985-08-22
Nitrite,,,1985-08-22
Nitrite,0.02,mg/l as N,1990-06-20
Nitrite,,,1990-06-20
Nitrite,,,1990-07-10
Nitrite,,,1990-07-10
Nitrite,,,1990-08-07
Nitrite,,,1990-08-07
Nitrite,,,1990-11-01
Nitrite,,,1990-11-01
Nitrite,,,1991-04-17
Nitrite,,,1991-04-17
Nitrite,,,1984-07-18
Nitrite,,,1985-06-27
Nitrite,,,1985-06-27
Nitrite,0.460,mg/l asNO3,1988-08-11
Nitrite,0.140,mg/l as N,1988-08-11
Nitrite,,,1988-08-11
Nitrite,,,1988-08-11
Nitrite,,,1988-08-11
Nitrite,,,1988-08-11
Nitrite,,,1988-08-11
Nitrite,,,1988-08-11
Nitrite,2.17,mg/l asNO3,1988-08-11
Nitrite,0.660,mg/l as N,1988-08-11
Nitrite,0.033,mg/l asNO3,1988-08-11
Nitrite,0.010,mg/l as N,1988-08-11
Nitrite,,,1988-08-11
Nitrite,,,1988-08-11
Nitrite,0.010,mg/l as N,1984-07-18
Nitrite,,,1985-08-22
Nitrite,,,1985-08-22
Nitrite,,,1985-06-04
Nitrite,,,1985-06-04
Nitrite,,,1985-06-04
Nitrite,,,1985-06-04
Nitrite,,,1984-07-20
Nitrite,,,1984-07-20
Nitrite,,,1990-05-22
Nitrite,,,1990-05-22
Nitrite,,,1990-07-11
Nitrite,0.02,mg/l as N,1990-07-11
Nitrite,,,1990-08-07
Nitrite,,,1990-08-07
Nitrite,,,1990-11-01
Nitrite,,,1990-11-01
Nitrite,0.01,mg/l as N,1991-04-18
Nitrite,,,1991-04-18
Nitrite,,,1992-04-30
Nitrite,,,1992-04-30
Nitrite,,,1985-06-04
Nitrite,,,1985-06-04
Nitrite,,,1985-08-22
Nitrite,,,1985-08-22
Nitrite,,,1984-07-18
Nitrite,,,1989-10-11
Nitrite,,,1989-10-11
Nitrite,,,1989-10-11
Nitrite,,,1989-10-11
Nitrite,,,1984-07-18
Nitrite,,,1989-08-22
Nitrite,,,1989-08-22
Nitrite,,,1985-08-22
Nitrite,,,1985-08-22
Nitrite,,,1985-06-04
Nitrite,,,1985-06-04
Nitrite,,,1984-07-18
Nitrite,,,1985-06-07
Nitrite,,,1985-06-07
Nitrite,,,1990-05-22
Nitrite,,,1990-05-22
Nitrite,,,1990-07-10
Nitrite,,,1990-07-10
Nitrite,,,1990-08-07
Nitrite,,,1990-08-07
Nitrite,,,1990-11-01
